Id,SalePrice
1461,106380.21052167917
1462,163118.91415967795
1463,166006.4442530915
1464,188713.54114525687
1465,182052.44079892754
1466,171218.54985671773
1467,183459.14410478776
1468,164565.10332572277
1469,194762.8360575
1470,113994.62868639722
1471,204241.79394554583
1472,104415.4442650215
1473,88317.6755881563
1474,148514.744017776
1475,106786.99408634688
1476,343497.63762259623
1477,246883.6424667818
1478,303782.1178486572
1479,291991.0069141879
1480,429054.14144275535
1481,288347.42576802743
1482,212881.31707342455
1483,173977.9175704881
1484,163514.5910555802
1485,204028.5014071296
1486,210792.08587442068
1487,284862.7162036792
1488,241033.74366612677
1489,188308.38988765705
1490,237571.14726610258
1491,214215.8728125223
1492,88785.60279994711
1493,202952.08580612138
1494,291251.35739780276
1495,268930.38468411425
1496,239836.83754123436
1497,166019.17981192385
1498,174477.35331100287
1499,170795.70833930912
1500,167572.50111469263
1501,199993.5252674794
1502,146173.17286969515
1503,286832.2243812287
1504,240644.15306961644
1505,224923.76986498202
1506,195391.74438077034
1507,240693.57252347507
1508,202108.20277821485
1509,153080.36143898105
1510,135297.24088647528
1511,154400.64165409698
1512,177059.00907454584
1513,161144.2035323437
1514,137025.1569204701
1515,217014.3531858983
1516,165404.2826353019
1517,160893.37566066472
1518,118615.83097602139
1519,225513.02722989282
1520,126174.12420103725
1521,118777.02855869874
1522,195880.06586235014
1523,96159.04192482561
1524,124661.96577024311
1525,89797.11850944525
1526,96728.56439667425
1527,87467.63923132775
1528,149230.95953638668
1529,143152.55059895545
1530,202220.2427425858
1531,147025.27491641292
1532,115349.97338162203
1533,168443.7582008804
1534,148501.93310143406
1535,161470.39493514757
1536,107895.62330090252
1537,41293.05576444304
1538,153990.65029116426
1539,222462.62608177654
1540,116004.32935196234
1541,141059.93600344847
1542,143335.2591964484
1543,187573.30003314328
1544,90196.91026313117
1545,108705.91021061174
1546,143895.91344327547
1547,155936.8229230859
1548,131610.831872136
1549,116542.92222689794
1550,138565.78812669756
1551,132785.30859470626
1552,142635.74244815178
1553,161197.20404959537
1554,110014.21741681281
1555,162392.4200261621
1556,64941.116375495476
1557,128422.02990810244
1558,110902.83225987898
1559,70811.49144921973
1560,153502.88357425403
1561,162669.66580416347
1562,132150.29676914346
1563,117058.71114918086
1564,159941.20185494455
1565,132377.38919264046
1566,235086.46792265322
1567,74491.16764281873
1568,231352.00526455944
1569,120920.54630640472
1570,135631.04511912222
1571,101255.44560360906
1572,137206.57218805185
1573,249500.03118300895
1574,111765.5828283793
1575,238816.12206441865
1576,256398.66343652058
1577,192125.9774892377
1578,147484.61960360638
1579,133258.53910003
1580,187939.0119501738
1581,161910.37127683611
1582,125579.72451370666
1583,294620.8979803197
1584,223198.62419760946
1585,149438.819655814
1586,37596.799619578785
1587,92053.0203362618
1588,151225.36690968907
1589,104531.0565889974
1590,136868.70969911318
1591,78111.10457720497
1592,137051.57089093226
1593,132201.3507499963
1594,143012.3258559919
1595,121667.63085120244
1596,216137.2547261998
1597,154540.03822331186
1598,190797.80303581143
1599,187524.9714688506
1600,179992.4091484345
1601,35814.025867239485
1602,116614.97890930323
1603,53086.85256503016
1604,262932.4258005874
1605,246163.7296493523
1606,167422.69426207777
1607,160695.9577516185
1608,229142.84820975937
1609,190054.4546169346
1610,151308.1265881055
1611,132012.5044721162
1612,176693.1070887619
1613,163581.1866702716
1614,133507.12784163692
1615,88015.16023254799
1616,60062.7371063029
1617,66163.61299652475
1618,109277.90020899658
1619,153939.67390414924
1620,137717.24315936668
1621,134175.9674438668
1622,155313.82305455374
1623,255922.0775422892
1624,219173.89882707436
1625,111180.64296760311
1626,183852.450486874
1627,183677.6470738674
1628,285103.3679729153
1629,173460.18790380427
1630,318364.4421147964
1631,224820.25166047554
1632,226902.35250120788
1633,183462.1332516944
1634,185539.23729027007
1635,187606.73498707273
1636,154980.71350793986
1637,189568.64366764404
1638,198080.93435493766
1639,181120.45035919573
1640,262831.27448013367
1641,182712.82637711123
1642,257540.81937081137
1643,217665.7493545919
1644,229309.89250449862
1645,237590.8235049301
1646,164447.35751579577
1647,159180.57027616465
1648,131029.27868540926
1649,139234.50418869898
1650,104890.68642080834
1651,110807.89292234593
1652,107049.69673984463
1653,107076.63982132968
1654,146181.08994668795
1655,148970.43538087208
1656,138356.51595719813
1657,143623.16008526043
1658,147408.83235080415
1659,101251.5057170013
1660,147248.01208790406
1661,411019.63475982775
1662,334369.92434577865
1663,368409.40606792935
1664,430779.33844295936
1665,319761.7394524688
1666,294509.83178517874
1667,344266.3053398215
1668,350917.2471767103
1669,308267.31028590864
1670,340660.41164728976
1671,265841.66641248355
1672,384183.4986624296
1673,286129.6310576054
1674,258899.11199417818
1675,211384.8691384406
1676,214120.5668386674
1677,209156.79279880415
1678,419884.0984838088
1679,345167.91314851714
1680,316267.37927589065
1681,272116.1569804066
1682,289281.03238419734
1683,185883.952515461
1684,194985.54508664997
1685,200492.83006008246
1686,177364.24394652227
1687,193015.7785598154
1688,212528.35721081318
1689,214955.93241671714
1690,216481.93918875323
1691,201065.26458386323
1692,269933.4402115382
1693,188872.37376130556
1694,183362.0217637832
1695,161901.4133088859
1696,268584.2252621923
1697,165341.29165960048
1698,308642.6668595276
1699,324281.43016874033
1700,238258.3697622882
1701,261620.0851001745
1702,257995.51743850714
1703,253417.36908746956
1704,283614.6206613688
1705,269390.7806269473
1706,384247.0007315127
1707,208592.19830878617
1708,209466.6438750271
1709,268346.99769803975
1710,233973.238731798
1711,279156.9119812846
1712,257464.58444179807
1713,275873.7414406106
1714,229052.57746060207
1715,209576.1741019437
1716,186845.43561391838
1717,190683.88764389456
1718,147651.54571187144
1719,213143.94930186318
1720,273913.8043061198
1721,182433.46577300262
1722,138586.6276119552
1723,164801.9245159553
1724,219041.7969844167
1725,239610.6362783099
1726,195605.5872449722
1727,153041.24530731377
1728,194780.46464255426
1729,163364.7058684708
1730,149943.67285520528
1731,131732.0272071341
1732,126445.08809380679
1733,103370.52122200705
1734,111513.87451313648
1735,139120.54128283323
1736,98122.80474061679
1737,297400.8875944468
1738,231183.22471097487
1739,271395.6025939898
1740,207783.63487356718
1741,195961.21881770375
1742,183985.83655184673
1743,191399.3258199596
1744,331490.4342357768
1745,220841.7097964812
1746,202250.21338225118
1747,217142.81261183033
1748,220066.41093319535
1749,162671.7776277015
1750,134502.16784916268
1751,253442.12217910207
1752,108938.28233493425
1753,153651.83571342155
1754,196187.60557190134
1755,186691.07488885455
1756,138814.40742602633
1757,111926.27262293774
1758,152927.40917279522
1759,163353.53419092103
1760,159782.50749743907
1761,154214.80354813547
1762,169472.432566596
1763,190871.0379209103
1764,96652.21984959661
1765,184644.25644550988
1766,185096.4036009709
1767,228760.96506375846
1768,144155.40490025948
1769,173104.71489142327
1770,168349.93203259903
1771,99186.95961003058
1772,140127.43047292708
1773,110498.5118479435
1774,142066.90698176183
1775,139393.7029845397
1776,131255.13451402754
1777,114069.06469901014
1778,147463.4629520277
1779,126327.20320788337
1780,176938.74695761982
1781,121529.82314608459
1782,71525.11318225999
1783,138167.21903999677
1784,103322.11952297809
1785,126806.50976844327
1786,110721.06084965871
1787,179734.56610761382
1788,82866.36835895703
1789,103109.62769853405
1790,40713.81900830954
1791,205106.1002761963
1792,155626.64504284257
1793,143987.24557383775
1794,176905.4749976735
1795,133970.35562876766
1796,155809.48649393223
1797,137412.24504003077
1798,108559.43126993073
1799,99594.53580316962
1800,130379.89138942832
1801,118921.53007686688
1802,135295.9490462426
1803,159029.00181154502
1804,137792.8660100155
1805,141286.8369692396
1806,137885.9423897503
1807,154134.1700504086
1808,131028.60987401186
1809,122679.30794549602
1810,145846.62793015342
1811,138766.38368837154
1812,118475.4060096716
1813,122538.24918219159
1814,94461.96192278955
1815,22503.673350943864
1816,115204.61421922586
1817,125802.65130405422
1818,187050.61128600195
1819,134574.88273775097
1820,64868.282207508164
1821,134799.15257069844
1822,163968.13047149163
1823,49235.67402788051
1824,150617.88081366874
1825,135783.2438132241
1826,105562.15072206815
1827,75512.91663999946
1828,140434.00971067362
1829,156298.22455467554
1830,157254.79897088037
1831,141114.54621890213
1832,76766.31158482569
1833,149311.4796324879
1834,123631.00822592553
1835,130599.18654166206
1836,131768.12614142752
1837,94283.70778664167
1838,110077.84803593499
1839,123416.80427074121
1840,141712.08257797072
1841,110702.65025078264
1842,85441.9109847316
1843,113284.8929503792
1844,144793.17453299227
1845,124160.69336284956
1846,152033.89619390309
1847,157739.91594087522
1848,34530.36753707353
1849,116100.99265987691
1850,109674.61977169054
1851,154964.6162309428
1852,127874.96130436732
1853,127982.47233490666
1854,188241.6009836859
1855,168290.20942244076
1856,228813.21111465906
1857,134974.20708341085
1858,130236.26683214915
1859,106150.29491229044
1860,153198.6887572302
1861,105053.36943566566
1862,270038.19145716587
1863,269287.9954155622
1864,269302.66666062654
1865,353754.521203927
1866,345646.69103923184
1867,237495.9478772632
1868,299830.17066664237
1869,223508.15909007474
1870,233696.61035168197
1871,255481.97158536388
1872,193329.27644156947
1873,227675.1548668193
1874,126949.58087494885
1875,186613.8393760906
1876,184840.11799408097
1877,213435.44665496095
1878,206743.22517486816
1879,118706.20139231023
1880,124946.9811512607
1881,251032.1755003132
1882,253663.21337987544
1883,186833.12445198433
1884,203820.95190714186
1885,240942.6576155137
1886,281447.4989986913
1887,231189.79866180316
1888,267821.8822045282
1889,176403.54197052753
1890,98357.88178941744
1891,133407.43995595365
1892,83554.12307065769
1893,123527.03600768556
1894,115394.21756285327
1895,133085.29892449258
1896,132571.0191994524
1897,111994.89086911498
1898,120665.68129571897
1899,155726.9331676518
1900,142331.64478912487
1901,150718.55505056054
1902,120693.31538517532
1903,195305.47207172491
1904,122833.26389284807
1905,193890.7385571526
1906,136001.8577731096
1907,209469.90876683025
1908,111414.18276424744
1909,140606.91989068934
1910,128178.88796382633
1911,188542.10102435705
1912,287804.00513418927
1913,154088.5258606455
1914,54678.517424709455
1915,304789.17433910735
1916,-3662.9236659457965
1917,255448.6497210154
1918,139777.93836204594
1919,186164.56149718372
1920,158595.10957219513
1921,370484.8495149382
1922,323797.1386371278
1923,228202.40459783332
1924,221495.243330956
1925,215234.69390439594
1926,374005.9999133807
1927,132961.2401212191
1928,163427.30679021115
1929,128089.93968829422
1930,133045.68117331868
1931,157729.86308744413
1932,146919.95518745706
1933,172237.10595829986
1934,168347.7006332384
1935,165261.53551325566
1936,187135.43468221583
1937,176482.94509876208
1938,187530.41730635546
1939,249917.61688413538
1940,188238.06741848026
1941,165863.63950826964
1942,198288.56540548868
1943,198583.60426753157
1944,314512.12768956507
1945,362485.1446672409
1946,136438.3045050352
1947,277363.91877106554
1948,169550.95203018285
1949,270122.21561285283
1950,200688.4009138637
1951,284067.0865067848
1952,232518.31797198372
1953,201670.36151141653
1954,188901.08521596258
1955,127441.63720486677
1956,340681.7419875839
1957,154407.7681594535
1958,294324.3735820468
1959,130442.31497229877
1960,107422.2246228781
1961,125558.5438660188
1962,94646.49583881593
1963,112952.0257270011
1964,97043.64718657624
1965,138661.38420182097
1966,144416.69753344115
1967,278256.4633605095
1968,379935.3458863419
1969,362763.53386075166
1970,343233.8729581052
1971,423061.7101631183
1972,351514.8387797555
1973,305194.6368698814
1974,320651.7929367131
1975,671396.8521867833
1976,277568.7238766537
1977,328884.88345177216
1978,308863.1038601196
1979,318755.3554915228
1980,181988.93630413435
1981,334259.3361164634
1982,216786.37603828
1983,199883.465451567
1984,185450.85398881466
1985,226420.66512534118
1986,218878.91130510895
1987,196772.4888501085
1988,191769.7650472769
1989,212729.91285311835
1990,228301.22401114806
1991,219983.85471325918
1992,241913.88110826953
1993,185750.5322739439
1994,237022.10469365973
1995,179941.0197946132
1996,290951.954918528
1997,300758.60694480827
1998,291438.2570060758
1999,266263.79048571305
2000,300715.1013531389
2001,317392.31489946996
2002,252959.43269101795
2003,270394.8787693591
2004,294779.099743368
2005,238958.88266423254
2006,219307.85533405104
2007,264622.5167305195
2008,236745.47515048776
2009,209026.47276497565
2010,218390.3976259205
2011,157668.22315037882
2012,185825.51755748622
2013,184300.23752170944
2014,201475.93436431602
2015,212707.6660846046
2016,203537.3678929955
2017,211575.0693391808
